uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RR,PNEUMONIA,DOMICILIO,"80 - 89",F,2
RR,PNEUMONIA,DOMICILIO,"80 - 89",M,2
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,54
RR,PNEUMONIA,HOSPITAL,"80 - 89",M,57
RR,PNEUMONIA,OUTRO,"80 - 89",M,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RR,SEPTICEMIA,HOSPITAL,"80 - 89",F,20
RR,SEPTICEMIA,HOSPITAL,"80 - 89",M,30
RR,SRAG,HOSPITAL,"80 - 89",F,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,1795
RS,OUTRAS,DOMICILIO,"80 - 89",I,1
RS,OUTRAS,DOMICILIO,"80 - 89",M,1509
RS,OUTRAS,HOSPITAL,"80 - 89",F,3546
RS,OUTRAS,HOSPITAL,"80 - 89",I,2
RS,OUTRAS,HOSPITAL,"80 - 89",M,2912
RS,OUTRAS,IGNORADO,"80 - 89",F,44
RS,OUTRAS,IGNORADO,"80 - 89",I,1
RS,OUTRAS,IGNORADO,"80 - 89",M,31
RS,OUTRAS,OUTRO,"80 - 89",F,232
RS,OUTRAS,OUTRO,"80 - 89",M,158
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,457
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,293
RS,OUTRAS,VIA_PUBLICA,"80 - 89",F,14
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,23
RS,COVID,DOMICILIO,"80 - 89",F,2
RS,COVID,DOMICILIO,"80 - 89",M,7
RS,COVID,HOSPITAL,"80 - 89",F,107
RS,COVID,HOSPITAL,"80 - 89",M,124
RS,COVID,IGNORADO,"80 - 89",M,3
RS,COVID,OUTRO,"80 - 89",F,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,48
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,41
RS,INDETERMINADA,HOSPITAL,"80 - 89",F,18
RS,INDETERMINADA,HOSPITAL,"80 - 89",M,14
RS,INDETERMINADA,IGNORADO,"80 - 89",F,5
RS,INDETERMINADA,OUTRO,"80 - 89",F,7
RS,INDETERMINADA,OUTRO,"80 - 89",M,5
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
RS,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,4
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,116
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,106
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,841
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,681
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,2
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,7
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,8
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,54
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,39
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,96
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,92
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,2356
RS,PNEUMONIA,HOSPITAL,"80 - 89",I,2
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,2245
RS,PNEUMONIA,IGNORADO,"80 - 89",F,19
RS,PNEUMONIA,IGNORADO,"80 - 89",M,12
RS,PNEUMONIA,OUTRO,"80 - 89",F,21
RS,PNEUMONIA,OUTRO,"80 - 89",M,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,141
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,87
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,2
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,42
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,37
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,1996
RS,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,1413
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,13
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,8
RS,SEPTICEMIA,OUTRO,"80 - 89",F,12
RS,SEPTICEMIA,OUTRO,"80 - 89",M,4
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,88
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,44
RS,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
RS,SRAG,DOMICILIO,"80 - 89",F,1
RS,SRAG,DOMICILIO,"80 - 89",M,1
RS,SRAG,HOSPITAL,"80 - 89",F,18
RS,SRAG,HOSPITAL,"80 - 89",M,12
RS,SRAG,IGNORADO,"80 - 89",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RS,SRAG,VIA_PUBLICA,"80 - 89",F,1
SC,OUTRAS,DOMICILIO,"80 - 89",F,943
SC,OUTRAS,DOMICILIO,"80 - 89",I,1
SC,OUTRAS,DOMICILIO,"80 - 89",M,831
SC,OUTRAS,HOSPITAL,"80 - 89",F,1707
SC,OUTRAS,HOSPITAL,"80 - 89",I,1
SC,OUTRAS,HOSPITAL,"80 - 89",M,1506
SC,OUTRAS,IGNORADO,"80 - 89",F,6
SC,OUTRAS,IGNORADO,"80 - 89",M,4
SC,OUTRAS,OUTRO,"80 - 89",F,88
SC,OUTRAS,OUTRO,"80 - 89",M,50
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,130
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,85
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,13
SC,COVID,DOMICILIO,"80 - 89",F,1
SC,COVID,DOMICILIO,"80 - 89",M,3
SC,COVID,HOSPITAL,"80 - 89",F,28
SC,COVID,HOSPITAL,"80 - 89",M,41
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,31
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,27
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,11
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,8
SC,INDETERMINADA,OUTRO,"80 - 89",F,3
SC,INDETERMINADA,OUTRO,"80 - 89",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,83
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,81
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,363
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,304
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,8
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,89
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,68
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,1091
SC,PNEUMONIA,HOSPITAL,"80 - 89",I,2
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,1065
SC,PNEUMONIA,IGNORADO,"80 - 89",F,2
SC,PNEUMONIA,OUTRO,"80 - 89",F,12
SC,PNEUMONIA,OUTRO,"80 - 89",M,7
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,20
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,23
SC,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,22
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,21
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,888
SC,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,642
SC,SEPTICEMIA,IGNORADO,"80 - 89",F,1
SC,SEPTICEMIA,IGNORADO,"80 - 89",M,1
SC,SEPTICEMIA,OUTRO,"80 - 89",M,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,13
SC,SRAG,HOSPITAL,"80 - 89",F,7
SC,SRAG,HOSPITAL,"80 - 89",M,4
SC,SRAG,OUTRO,"80 - 89",M,1
SC,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,OUTRAS,DOMICILIO,"80 - 89",F,226
SE,OUTRAS,DOMICILIO,"80 - 89",I,1
SE,OUTRAS,DOMICILIO,"80 - 89",M,156
SE,OUTRAS,HOSPITAL,"80 - 89",F,304
SE,OUTRAS,HOSPITAL,"80 - 89",M,255
SE,OUTRAS,IGNORADO,"80 - 89",F,2
SE,OUTRAS,IGNORADO,"80 - 89",M,2
SE,OUTRAS,OUTRO,"80 - 89",F,6
SE,OUTRAS,OUTRO,"80 - 89",M,7
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,140
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,130
SE,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
SE,COVID,HOSPITAL,"80 - 89",F,6
SE,COVID,HOSPITAL,"80 - 89",M,9
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,8
SE,INDETERMINADA,DOMICILIO,"80 - 89",M,9
SE,INDETERMINADA,HOSPITAL,"80 - 89",F,1
SE,INDETERMINADA,HOSPITAL,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,15
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,13
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,54
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,68
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,18
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,14
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,9
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,21
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,222
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,238
SE,PNEUMONIA,IGNORADO,"80 - 89",F,4
SE,PNEUMONIA,IGNORADO,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
SE,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,6
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,260
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,194
SE,SEPTICEMIA,IGNORADO,"80 - 89",F,2
SE,SEPTICEMIA,IGNORADO,"80 - 89",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SE,SRAG,DOMICILIO,"80 - 89",F,1
SE,SRAG,DOMICILIO,"80 - 89",M,2
SE,SRAG,HOSPITAL,"80 - 89",F,1
SE,SRAG,HOSPITAL,"80 - 89",M,3
SP,OUTRAS,AMBULANCIA,"80 - 89",F,1
SP,OUTRAS,DOMICILIO,"80 - 89",F,5023
SP,OUTRAS,DOMICILIO,"80 - 89",I,2
SP,OUTRAS,DOMICILIO,"80 - 89",M,4461
SP,OUTRAS,HOSPITAL,"80 - 89",F,11549
SP,OUTRAS,HOSPITAL,"80 - 89",I,5
SP,OUTRAS,HOSPITAL,"80 - 89",M,9480
SP,OUTRAS,IGNORADO,"80 - 89",F,95
SP,OUTRAS,IGNORADO,"80 - 89",I,906
SP,OUTRAS,IGNORADO,"80 - 89",M,96
SP,OUTRAS,OUTRO,"80 - 89",F,639
SP,OUTRAS,OUTRO,"80 - 89",M,456
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1187
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",I,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,880
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,22
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,16
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,28
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,77
SP,COVID,DOMICILIO,"80 - 89",F,11
SP,COVID,DOMICILIO,"80 - 89",M,23
SP,COVID,HOSPITAL,"80 - 89",F,467
SP,COVID,HOSPITAL,"80 - 89",M,544
SP,COVID,IGNORADO,"80 - 89",F,3
SP,COVID,IGNORADO,"80 - 89",M,4
SP,COVID,OUTRO,"80 - 89",F,8
SP,COVID,OUTRO,"80 - 89",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,27
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,23
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,106
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,70
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,19
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,24
SP,INDETERMINADA,IGNORADO,"80 - 89",F,1
SP,INDETERMINADA,OUTRO,"80 - 89",F,2
SP,INDETERMINADA,OUTRO,"80 - 89",M,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,384
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,330
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2400
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1832
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,22
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,14
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,71
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,37
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,208
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,171
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,4
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,684
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,716
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,9125
SP,PNEUMONIA,HOSPITAL,"80 - 89",I,1
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,8919
SP,PNEUMONIA,IGNORADO,"80 - 89",F,45
SP,PNEUMONIA,IGNORADO,"80 - 89",M,66
SP,PNEUMONIA,OUTRO,"80 - 89",F,144
SP,PNEUMONIA,OUTRO,"80 - 89",M,125
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,524
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,420
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,2
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,6
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,2
SP,SEPTICEMIA,AMBULANCIA,"80 - 89",F,1
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,201
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,139
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,6920
SP,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,4711
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,44
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,18
SP,SEPTICEMIA,OUTRO,"80 - 89",F,100
SP,SEPTICEMIA,OUTRO,"80 - 89",M,62
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,321
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,183
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,3
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,3
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,4
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,3
SP,SRAG,DOMICILIO,"80 - 89",F,4
SP,SRAG,DOMICILIO,"80 - 89",M,2
SP,SRAG,HOSPITAL,"80 - 89",F,55
SP,SRAG,HOSPITAL,"80 - 89",M,59
SP,SRAG,OUTRO,"80 - 89",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SP,SRAG,VIA_PUBLICA,"80 - 89",M,1
TO,OUTRAS,DOMICILIO,"80 - 89",F,110
TO,OUTRAS,DOMICILIO,"80 - 89",M,145
TO,OUTRAS,HOSPITAL,"80 - 89",F,148
TO,OUTRAS,HOSPITAL,"80 - 89",M,174
TO,OUTRAS,IGNORADO,"80 - 89",F,2
TO,OUTRAS,IGNORADO,"80 - 89",M,2
TO,OUTRAS,OUTRO,"80 - 89",F,7
TO,OUTRAS,OUTRO,"80 - 89",M,8
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
TO,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
TO,OUTRAS,POSTO_SAUDE,"80 - 89",M,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
TO,COVID,DOMICILIO,"80 - 89",F,2
TO,COVID,HOSPITAL,"80 - 89",F,15
TO,COVID,HOSPITAL,"80 - 89",M,6
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,INDETERMINADA,DOMICILIO,"80 - 89",F,1
TO,INDETERMINADA,DOMICILIO,"80 - 89",M,2
TO,INDETERMINADA,HOSPITAL,"80 - 89",F,2
TO,INDETERMINADA,HOSPITAL,"80 - 89",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,13
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,16
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,42
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,29
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,12
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,7
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,125
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,174
TO,PNEUMONIA,OUTRO,"80 - 89",M,2
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
TO,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,60
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,66
TO,SEPTICEMIA,OUTRO,"80 - 89",F,1
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
TO,SRAG,DOMICILIO,"80 - 89",F,1
TO,SRAG,HOSPITAL,"80 - 89",F,4
TO,SRAG,HOSPITAL,"80 - 89",M,4
AC,OUTRAS,DOMICILIO,"90 - 99",F,40
AC,OUTRAS,DOMICILIO,"90 - 99",M,43
AC,OUTRAS,HOSPITAL,"90 - 99",F,36
AC,OUTRAS,HOSPITAL,"90 - 99",M,33
AC,OUTRAS,IGNORADO,"90 - 99",M,1
AC,OUTRAS,OUTRO,"90 - 99",F,2
AC,OUTRAS,OUTRO,"90 - 99",M,2
AC,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",F,1
AC,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AC,INDETERMINADA,HOSPITAL,"90 - 99",F,1
AC,INDETERMINADA,HOSPITAL,"90 - 99",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,5
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,6
AC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AC,PNEUMONIA,DOMICILIO,"90 - 99",F,5
AC,PNEUMONIA,DOMICILIO,"90 - 99",M,1
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,66
AC,PNEUMONIA,HOSPITAL,"90 - 99",M,46
AC,PNEUMONIA,OUTRO,"90 - 99",F,2
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,13
AC,SEPTICEMIA,HOSPITAL,"90 - 99",M,15
AC,SEPTICEMIA,OUTRO,"90 - 99",M,1
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AC,SRAG,DOMICILIO,"90 - 99",F,1
AC,SRAG,HOSPITAL,"90 - 99",F,1
AL,OUTRAS,DOMICILIO,"90 - 99",F,300
AL,OUTRAS,DOMICILIO,"90 - 99",M,214
AL,OUTRAS,HOSPITAL,"90 - 99",F,127
AL,OUTRAS,HOSPITAL,"90 - 99",M,104
AL,OUTRAS,IGNORADO,"90 - 99",F,1
AL,OUTRAS,IGNORADO,"90 - 99",M,1
AL,OUTRAS,OUTRO,"90 - 99",F,6
AL,OUTRAS,OUTRO,"90 - 99",M,3
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,19
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
AL,COVID,HOSPITAL,"90 - 99",F,4
AL,COVID,HOSPITAL,"90 - 99",M,2
AL,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,INDETERMINADA,DOMICILIO,"90 - 99",F,3
AL,INDETERMINADA,DOMICILIO,"90 - 99",M,3
AL,INDETERMINADA,HOSPITAL,"90 - 99",F,3
AL,INDETERMINADA,HOSPITAL,"90 - 99",M,4
AL,INDETERMINADA,IGNORADO,"90 - 99",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,37
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,15
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,43
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,24
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,38
AL,PNEUMONIA,DOMICILIO,"90 - 99",M,22
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,166
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,80
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
AL,SEPTICEMIA,DOMICILIO,"90 - 99",F,21
AL,SEPTICEMIA,DOMICILIO,"90 - 99",M,13
AL,SEPTICEMIA,HOSPITAL,"90 - 99",F,125
AL,SEPTICEMIA,HOSPITAL,"90 - 99",M,73
AL,SEPTICEMIA,OUTRO,"90 - 99",F,1
AL,SEPTICEMIA,OUTRO,"90 - 99",M,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,11
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AL,SRAG,DOMICILIO,"90 - 99",F,2
AL,SRAG,DOMICILIO,"90 - 99",M,2
AL,SRAG,HOSPITAL,"90 - 99",F,4
AL,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,254
AM,OUTRAS,DOMICILIO,"90 - 99",M,154
AM,OUTRAS,HOSPITAL,"90 - 99",F,125
AM,OUTRAS,HOSPITAL,"90 - 99",M,102
AM,OUTRAS,OUTRO,"90 - 99",F,14
AM,OUTRAS,OUTRO,"90 - 99",M,20
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
AM,COVID,DOMICILIO,"90 - 99",F,1
AM,COVID,HOSPITAL,"90 - 99",F,3
AM,COVID,HOSPITAL,"90 - 99",M,3
AM,COVID,OUTRO,"90 - 99",F,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,9
